"Category","File","FileName","Function","Params","Line","Visibility","FileRole"
"campaign","scenarios\campaign\abbasid\abb_bonus\abb_bonus.scar","abb_bonus.scar","MonitorLandmarks","context, data","266","public","bonus"
"campaign","scenarios\campaign\abbasid\abb_bonus\abb_bonus.scar","abb_bonus.scar","UpdateTech","context, data","285","public","bonus"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_ambush.scar","abb_m1_tyre_ambush.scar","Ambushes_SpawnAlliedMonks","","4","public","ambush"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_ambush.scar","abb_m1_tyre_ambush.scar","Ambushes_Init","","14","public","ambush"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_ambush.scar","abb_m1_tyre_ambush.scar","Ambush_DestinationIsTriggered","ambush","55","public","ambush"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_ambush.scar","abb_m1_tyre_ambush.scar","Ambushes_Monitor","","65","public","ambush"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutoTest_OnInit","","13","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_RegisterCheckpoints","","36","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutoTest_SkipAndStart","","52","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutoTest_PlayIntro","","61","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedMission_Start","","75","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_MonitorRaiders","","100","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_InitBuildUp","","140","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_BuildHouseOfWisdom","","171","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_OnConstructionComplete","context","183","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_BuildWingDelayed","","190","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_MonitorBuildUp","","196","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_InitDestroyRam","","230","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_RedirectBaseDefenders","","263","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_MonitorDestroyRam","","272","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_SpawnAttackers","numSpear, numArcher, numHorse","288","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_Phase0_CheckPlayStart","","307","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_Phase1_Setup","","316","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_Phase1_Monitor","","321","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_Phase2_Monitor","","333","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","abb_m1_tyre_automated.scar","AutomatedTyre_Phase3_Monitor","","344","public","automated"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_camps.scar","abb_m1_tyre_camps.scar","Camps_Init","","8","public","camps"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_camps.scar","abb_m1_tyre_camps.scar","Camps_AddUI","","199","public","camps"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_camps.scar","abb_m1_tyre_camps.scar","Camps_UpdateUI","","206","public","camps"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_camps.scar","abb_m1_tyre_camps.scar","Camp_ShowClearEvent","","262","public","camps"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_camps.scar","abb_m1_tyre_camps.scar","Camp_CreateVillagers","group","270","public","camps"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_camps.scar","abb_m1_tyre_camps.scar","Camp_AssignWork","group","282","public","camps"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_camps.scar","abb_m1_tyre_camps.scar","Camps_MonitorEntry","context, data","305","public","camps"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_camps.scar","abb_m1_tyre_camps.scar","Camps_DoRandomMoves","_group","321","public","camps"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_camps.scar","abb_m1_tyre_camps.scar","Camps_CheckAttackConditions","sgroup, target","334","public","camps"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_camps.scar","abb_m1_tyre_camps.scar","Camps_MoveVillager","context, data","352","public","camps"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_camps.scar","abb_m1_tyre_camps.scar","Camps_GatherResources","","380","public","camps"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_camps.scar","abb_m1_tyre_camps.scar","Camps_RetreatAll","","396","public","camps"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_camps.scar","abb_m1_tyre_camps.scar","Camps_MonitorVillagers","context, data","417","public","camps"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_camps.scar","abb_m1_tyre_camps.scar","Camp_Init","camp","489","public","camps"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_data.scar","abb_m1_tyre_data.scar","Tyre_InitData1","","4","public","data"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_data.scar","abb_m1_tyre_data.scar","GetRecipe","","125","public","data"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_data.scar","abb_m1_tyre_data.scar","Tyre_InitData2","","429","public","data"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_data.scar","abb_m1_tyre_data.scar","Tyre_GetMarkers","markerStem, numMarkers","441","public","data"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","abb_m1_tyre_objectives.scar","Tyre_RegisterObjectives","","4","public","objectives"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","abb_m1_tyre_objectives.scar","Tyre_MonitorResources","","398","public","objectives"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","abb_m1_tyre_objectives.scar","Tyre_CheckDestroyRamStart","","415","public","objectives"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","abb_m1_tyre_objectives.scar","Tyre_StartDefendMole","","422","public","objectives"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","abb_m1_tyre_objectives.scar","Tyre_StartAgeUpObjective","context, data","428","public","objectives"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","abb_m1_tyre_objectives.scar","Tyre_HouseOfWisdomComplete","context, data","433","public","objectives"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","abb_m1_tyre_objectives.scar","Tyre_WingStarted","context, data","453","public","objectives"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","abb_m1_tyre_objectives.scar","Tyre_WingComplete","context, data","466","public","objectives"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","Training_Tyre_GeneralAura","","10","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","Predicate_UserHasSelectedTughtekin","goal","51","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","Predicate_UserHasLookedAtTughtekinAbility","goal","57","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","Predicate_TughtekinExists","goalSequence","63","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","Training_Tyre_LeaderTent","","71","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","Predicate_UserHasSelectedLeaderTent","goal","103","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","Predicate_TughtekinHasDied","goalSequence","109","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","Training_Tyre_BuildFishingBoat","","118","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","UserHasDockSelected","goal","140","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","UserHasDockOnScreen","goalSequence","144","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","Training_Tyre_ProduceVillagers","","158","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","UserHasTCSelected","goal","184","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","Tyre_MonitorVillagerProduction","","188","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","UserShouldProduceVillagers","goalSequence","197","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","Training_Tyre_BuildWing","","226","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","UserHasHoWSelected","goal","253","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","UserHasStartedWing","goal","260","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","abb_m1_tyre_training.scar","UserCanBuildWing","goalSequence","264","public","training"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Mission_SetupPlayers","","15","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Mission_SetupVariables","","74","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Mission_Preset","","80","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Mission_PreStart","","172","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Mission_Start","","178","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_CheckOutpostHint1","","196","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_CheckOutpostHint2","","214","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_RemoveOutpostHint1","","231","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_RemoveOutpostHint2","","238","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_MonitorHorseArcherCount","","244","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_MonitorTughtekin","","259","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_StartBasePhase","","280","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_SpawnTransport","","316","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_MoveTransportToDest","","325","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_CheckTransportArrival","","331","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_MoveP1InitArmy","","347","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_MoveTransportFinal","","352","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_SpawnScatteredUnits","player, markerName, unitTable","357","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_SpawnAllyDefenders","","369","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_CheckStartPreparing","","375","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_StartPreparing","","384","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_SpawnWallArchers","markerStem, numMarkers","395","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_MoveWallArchersLoop","","408","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_InitAllySkirmishArmy","","434","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_MonitorAllySkirmishing","context, data","460","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_InitSkirmishArmy","","522","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_MonitorSkirmishing","context, data","592","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_StartFinalRetreat","","664","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_CompleteFinalRetreat","","682","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_InitRamArmy","","690","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_SpawnEscorts","","730","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_ReinforceEscorts","","756","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_SpawnRamBuilders","","787","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_ConstructRamTower","","813","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_FindSiegeTower","","828","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_RamTowerComplete","context, data","848","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_SpawnRam","","865","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_SpawnRamGarrison","","893","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_ModifyRamHealth","","916","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_LaunchRam","","927","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_CheckMoleTrigger1","","952","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_CheckMoleTrigger2","","967","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_CheckRamTrigger","","982","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_MonitorRam","context, data","996","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","Tyre_MergeRamUnits","context, data","1091","public","tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","abb_m1_tyre.scar","TyreDebug_SkipFranksGathering","","1102","public","tyre"
