"race_name","civ_code","menu_prefix","age_type","menu_group","menu_type","building_age","building_id","building_name","attrib_name","pbgid","is_landmark","wonder_age","classes"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age1","dark_age","1","capital-town-center","Capital Town Center","building_town_center_capital_abb_ha_01","8390220","False","0","building;defensive_structure;emits_herding_interest;golden_age_tier_1_building_abb;golden_age_tier_2_building_abb;has_default_building_weapons;hq;land_food_deposit_4_by_4;landmark;production_building;resource_drop_off;select_special_building;siegeable;town_bell_target;town_center;town_center_capital;town_center_or_landmark"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age1","dark_age","1","dock","Dock","building_unit_naval_abb_ha_01","5883638","False","0","building;golden_age_tier_1_building_abb;golden_age_tier_2_building_abb;military_only_production;naval_production_building;production_building;resource_drop_off;scar_dock;siegeable;trade_dock;trade_post"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age1","dark_age","1","farm","Farm","building_resource_farm_control_abb_ha_01","7284414","False","0","building;farm;farm_field;resource;siegeable"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age1","dark_age","1","house","House","building_house_control_abb_ha_01","6653016","False","0","building;house;scar_house;siegeable"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age1","dark_age","1","lumber-camp","Lumber Camp","building_econ_wood_control_abb_ha_01","6747201","False","0","building;economy_building;golden_age_tier_1_building_abb;lumber_camp;resource_drop_off;scar_lumbercamp;siegeable"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age1","dark_age","1","mill","Mill","building_econ_food_control_abb_ha_01","7712467","False","0","building;economy_building;emits_herding_interest;golden_age_tier_1_building_abb;gristmill;land_food_deposit_2_by_2;mill;resource_drop_off;scar_gristmill;siegeable"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age1","dark_age","1","mining-camp","Mining Camp","building_econ_mining_camp_control_abb_ha_01","3847655","False","0","building;economy_building;gold_mining_camp;golden_age_tier_1_building_abb;mining_camp;resource_drop_off;scar_miningcamp;siegeable;stone_mining_camp"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age1","dark_age","1","mosque","Mosque","building_unit_religious_control_abb_ha_01","3091240","False","0","building;monastery;mosque;production_building;relic_dropoff;scar_monastery;select_all_monastery;siegeable"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age1","dark_age","1","outpost","Outpost","building_defense_outpost_control_abb_ha_01","3437870","False","0","building;defensive_structure;golden_age_tier_1_building_abb;military;outpost;scar_outpost;siegeable;tower;town_bell_target"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age1","dark_age","1","palisade","Palisade","building_defense_palisade_abb_ha_01","5545497","False","0","building;defensive_structure;palisade_wall;palisade_wall_section;siegeable;wall"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age1","dark_age","1","palisade-gate","Palisade Gate","building_defense_palisade_gate_abb_ha_01","7870299","False","0","building;defensive_structure;gate;palisade_gate;siegeable;wall"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age1","dark_age","1","stable","Stable","building_unit_cavalry_control_abb_ha_01","5091138","False","0","building;golden_age_tier_1_building_abb;golden_age_tier_2_building_abb;military_only_production;military_production_building;packable_building;production_building;scar_stable;siegeable;stable"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age1","dark_age","1","town-center","Town Center","building_town_center_abb_ha_01","4105278","False","0","building;emits_herding_interest;golden_age_tier_1_building_abb;golden_age_tier_2_building_abb;has_default_building_weapons;hq;land_food_deposit_4_by_4;production_building;resource_drop_off;scar_town_center;select_special_building;siegeable;town_bell_target;town_center;town_center_non_capital;town_center_or_landmark"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age2","regular","2","archery-range","Archery Range","building_unit_ranged_control_abb_ha_01","5411355","False","0","archery_range;building;golden_age_tier_1_building_abb;golden_age_tier_2_building_abb;military_only_production;military_production_building;production_building;scar_archeryrange;siegeable"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age2","regular","2","blacksmith","Blacksmith","building_tech_unit_infantry_control_abb_ha_01","4992886","False","0","blacksmith;building;golden_age_tier_1_building_abb;research_building;scar_blacksmith;siegeable"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age2","regular","2","market","Market","building_econ_market_control_abb_ha_01","6984985","False","0","building;economy_building;exchange;golden_age_tier_1_building_abb;market_keybinding;scar_market;siegeable;trade_post"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age2","regular","2","stone-wall","Stone Wall","building_defense_wall_abb_ha_01","3254210","False","0","building;defensive_structure;siegeable;stone_wall;stone_wall_section;wall"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age2","regular","2","stone-wall-gate","Stone Wall Gate","building_defense_wall_gate_abb_ha_01","4836399","False","0","building;defensive_structure;gate;siegeable;stone_gate;wall"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age2","regular","2","stone-wall-tower","Stone Wall Tower","building_defense_tower_abb_ha_01","2986701","False","0","building;defensive_structure;golden_age_tier_1_building_abb;has_default_building_weapons;military;siegeable;stone_wall_tower;tower"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age2_wonders","landmark","1","house-of-wisdom","House of Wisdom","building_house_of_wisdom_control_abb_ha_01","2985508","True","2","age_up_producer;building;golden_age_tier_1_building_abb;house_of_wisdom_abb;landmark;research_building;select_special_building;siegeable;town_center_or_landmark;trade_post;wonder;wonder_feudal_age"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age3","regular","3","keep","Keep","building_defense_keep_control_abb_ha_01","2779506","False","0","building;castle;defensive_structure;golden_age_tier_1_building_abb;has_default_building_weapons;military;scar_keep;siegeable;town_bell_target"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age3","regular","3","siege-workshop","Siege Workshop","building_unit_siege_control_abb_ha_01","8946410","False","0","building;golden_age_tier_1_building_abb;golden_age_tier_2_building_abb;military_only_production;military_production_building;production_building;scar_siegeworkshop;siege_workshop;siegeable"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age4","regular","4","madrasa","Madrasa","building_tech_university_control_abb_ha_01","7245736","False","0","building;golden_age_tier_1_building_abb;research_building;scar_university;siegeable;university"
"abbasid_ha_01","ay","abb_ha_01_","wing","abb_ha_01_age4","wonder","4","prayer-hall-of-uqba","Prayer Hall of Uqba","building_wonder_age4_great_mosque_control_abb_ha_01","2122469","False","0","audio_production_landmark;building;select_special_building;siegeable;wonder;wonder_imperial_age"
"byzantine","by","byz_","landmark","byz_age1","dark_age","1","aqueduct","Aqueduct","building_aqueduct_bastion_byz","2101236","False","0","aqueduct;aqueduct_bastion;building;siegeable;wall"
"byzantine","by","byz_","landmark","byz_age1","dark_age","1","barracks","Barracks","building_unit_infantry_control_byz","2104750","False","0","barracks;building;military_only_production;military_production_building;production_building;scar_barracks;siegeable"
"byzantine","by","byz_","landmark","byz_age1","dark_age","1","capital-town-center","Capital Town Center","building_town_center_capital_byz","2104748","False","0","building;defensive_structure;emits_herding_interest;has_default_building_weapons;hq;land_food_deposit_4_by_4;landmark;production_building;resource_drop_off;select_special_building;siegeable;town_bell_target;town_center;town_center_capital;town_center_or_landmark"
"byzantine","by","byz_","landmark","byz_age1","dark_age","1","cistern","Cistern","building_cistern_byz","2104734","False","0","building;cistern;siegeable"
"byzantine","by","byz_","landmark","byz_age1","dark_age","1","dock","Dock","building_unit_naval_byz","2104752","False","0","building;military_only_production;naval_production_building;production_building;resource_drop_off;scar_dock;siegeable;trade_dock;trade_post"
"byzantine","by","byz_","landmark","byz_age1","dark_age","1","house","House","building_house_control_byz","2104741","False","0","building;house;scar_house;siegeable"
"byzantine","by","byz_","landmark","byz_age1","dark_age","1","lumber-camp","Lumber Camp","building_econ_wood_control_byz","2104740","False","0","building;economy_building;lumber_camp;resource_drop_off;scar_lumbercamp;siegeable"
"byzantine","by","byz_","landmark","byz_age1","dark_age","1","mill","Mill","building_econ_food_control_byz","2104737","False","0","building;economy_building;emits_herding_interest;gristmill;land_food_deposit_2_by_2;mill;resource_drop_off;scar_gristmill;siegeable"
"byzantine","by","byz_","landmark","byz_age1","dark_age","1","mining-camp","Mining Camp","building_econ_mining_camp_control_byz","2104739","False","0","building;economy_building;gold_mining_camp;mining_camp;resource_drop_off;scar_miningcamp;siegeable;stone_mining_camp"
"byzantine","by","byz_","landmark","byz_age1","dark_age","1","olive-grove","Olive Grove","building_resource_farm_byz","2104744","False","0","building;farm;farm_field;resource;siegeable"
"byzantine","by","byz_","landmark","byz_age1","dark_age","1","outpost","Outpost","building_defense_outpost_byz","2104736","False","0","building;defensive_structure;military;monastery;outpost;relic_dropoff;scar_outpost;siegeable;tower;town_bell_target"
"byzantine","by","byz_","landmark","byz_age1","dark_age","1","palisade","Palisade","building_defense_palisade_byz","8953901","False","0","building;defensive_structure;palisade_wall;palisade_wall_section;siegeable;wall"
"byzantine","by","byz_","landmark","byz_age1","dark_age","1","palisade-gate","Palisade Gate","building_defense_palisade_gate_byz","2730992","False","0","building;defensive_structure;gate;palisade_gate;siegeable;wall"
"byzantine","by","byz_","landmark","byz_age1","dark_age","1","stable","Stable","building_unit_cavalry_control_byz","2104749","False","0","building;military_only_production;military_production_building;packable_building;production_building;scar_stable;siegeable;stable"
"byzantine","by","byz_","landmark","byz_age1","dark_age","1","town-center","Town Center","building_town_center_byz","2104747","False","0","building;emits_herding_interest;has_default_building_weapons;hq;land_food_deposit_4_by_4;production_building;resource_drop_off;scar_town_center;siegeable;town_bell_target;town_center;town_center_non_capital;town_center_or_landmark"
"byzantine","by","byz_","landmark","byz_age1_wonders","landmark","1","grand-winery","Grand Winery","building_landmark_age1_winery_byz","2104743","True","1","age1_landmark1;building;economy_building;land_food_deposit_4_by_4;landmark;monastery;relic_dropoff;resource_drop_off;select_all_monastery;select_special_building;siegeable;town_center_or_landmark;winery;wonder;wonder_dark_age"
"byzantine","by","byz_","landmark","byz_age1_wonders","landmark","1","imperial-hippodrome","Imperial Hippodrome","building_landmark_age1_hippodrome_byz","2104742","True","1","age1_landmark2;building;landmark;military_only_production;military_production_building;production_building;select_special_building;siegeable;stable;town_center_or_landmark;wonder;wonder_dark_age"
"byzantine","by","byz_","landmark","byz_age2","regular","2","archery-range","Archery Range","building_unit_ranged_control_byz","2104753","False","0","archery_range;building;military_only_production;military_production_building;production_building;scar_archeryrange;siegeable"
"byzantine","by","byz_","landmark","byz_age2","regular","2","blacksmith","Blacksmith","building_tech_unit_infantry_control_byz","2104745","False","0","blacksmith;building;research_building;scar_blacksmith;siegeable"
"byzantine","by","byz_","landmark","byz_age2","regular","2","market","Market","building_econ_market_control_byz","2104738","False","0","building;economy_building;exchange;market_keybinding;scar_market;siegeable;trade_post"
"byzantine","by","byz_","landmark","byz_age2","regular","2","mercenary-house","Mercenary House","building_unit_mercenary_house_byz","2104751","False","0","building;merc_house;military_only_production;military_production_building;production_building;siegeable"
"byzantine","by","byz_","landmark","byz_age2","regular","2","stone-wall","Stone Wall","building_defense_wall_byz","2552578","False","0","building;defensive_structure;siegeable;stone_wall;stone_wall_section;wall"
"byzantine","by","byz_","landmark","byz_age2","regular","2","stone-wall-gate","Stone Wall Gate","building_defense_wall_gate_byz","5472991","False","0","building;defensive_structure;gate;siegeable;stone_gate;wall"
"byzantine","by","byz_","landmark","byz_age2","regular","2","stone-wall-tower","Stone Wall Tower","building_defense_tower_byz","7914115","False","0","building;defensive_structure;has_default_building_weapons;military;monastery;relic_dropoff;siegeable;stone_wall_tower;tower;town_bell_target"
"byzantine","by","byz_","landmark","byz_age2_wonders","landmark","2","cistern-of-the-first-hill","Cistern of the First Hill","building_landmark_age2_cistern_byz","2104794","True","2","age2_landmark1;audio_production_landmark;building;cistern;landmark;select_special_building;siegeable;town_center_or_landmark;wonder;wonder_feudal_age"
"byzantine","by","byz_","landmark","byz_age2_wonders","landmark","2","golden-horn-tower","Golden Horn Tower","building_landmark_age2_galata_tower_byz","2108056","True","2","age2_landmark1;audio_production_landmark;building;cavalry_production_landmark;free_passive_unit_production;landmark;select_special_building;siegeable;town_center_or_landmark;wonder;wonder_feudal_age"
"byzantine","by","byz_","landmark","byz_age3","regular","3","keep","Keep","building_defense_keep_byz","2104735","False","0","building;castle;defensive_structure;has_default_building_weapons;military;monastery;relic_dropoff;scar_keep;siegeable;town_bell_target"
"byzantine","by","byz_","landmark","byz_age3","regular","3","monastery","Monastery","building_unit_religious_control_byz","2104754","False","0","building;monastery;production_building;relic_dropoff;scar_monastery;select_all_monastery;siegeable"
"byzantine","by","byz_","landmark","byz_age3","regular","3","siege-workshop","Siege Workshop","building_unit_siege_control_byz","2104755","False","0","building;military_only_production;military_production_building;production_building;scar_siegeworkshop;siege_workshop;siegeable"
"byzantine","by","byz_","landmark","byz_age3_wonders","landmark","3","foreign-engineering-company","Foreign Engineering Company","building_landmark_age3_eastern_merc_house_byz","2104804","True","3","age3_landmark1;audio_production_landmark;building;landmark;select_special_building;siege_production_landmark;siegeable;town_center_or_landmark;wonder;wonder_castle_age"
"byzantine","by","byz_","landmark","byz_age3_wonders","landmark","3","palatine-school","Palatine School","building_landmark_age3_western_merc_house_byz","2108057","True","3","age3_landmark1;audio_production_landmark;building;landmark;select_special_building;siegeable;town_center_or_landmark;wonder;wonder_castle_age"
"byzantine","by","byz_","landmark","byz_age4","wonder","4","cathedral-of-divine-wisdom","Cathedral of Divine Wisdom","building_wonder_age4_hagia_sophia_byz","2104810","False","0","audio_production_landmark;building;select_special_building;siegeable;wonder;wonder_imperial_age"
"byzantine","by","byz_","landmark","byz_age4","regular","4","university","University","building_tech_university_control_byz","2104746","False","0","building;research_building;scar_university;siegeable;university"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1","dark_age","1","capital-town-center","Capital Town Center","building_town_center_capital_byz_ha_mac","9000946","False","0","building;defensive_structure;emits_herding_interest;has_default_building_weapons;hq;land_food_deposit_4_by_4;landmark;production_building;resource_drop_off;select_special_building;siegeable;town_bell_target;town_center;town_center_capital;town_center_or_landmark"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1","dark_age","1","dock","Dock","building_unit_naval_byz_ha_mac","9000950","False","0","building;military_only_production;naval_production_building;production_building;resource_drop_off;scar_dock;siegeable;trade_dock;trade_post"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1","dark_age","1","farm","Farm","building_resource_farm_byz_ha_mac","9000942","False","0","building;farm;farm_field;resource;siegeable"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1","dark_age","1","house","House","building_house_control_byz_ha_mac","9000935","False","0","building;house;scar_house;siegeable"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1","dark_age","1","lumber-camp","Lumber Camp","building_econ_wood_control_byz_ha_mac","9000934","False","0","building;economy_building;lumber_camp;resource_drop_off;scar_lumbercamp;siegeable"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1","dark_age","1","mill","Mill","building_econ_food_control_byz_ha_mac","9000931","False","0","building;economy_building;emits_herding_interest;gristmill;land_food_deposit_2_by_2;mill;resource_drop_off;scar_gristmill;siegeable"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1","dark_age","1","mining-camp","Mining Camp","building_econ_mining_camp_control_byz_ha_mac","9000933","False","0","building;economy_building;gold_mining_camp;mining_camp;resource_drop_off;scar_miningcamp;siegeable;stone_mining_camp"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1","dark_age","1","outpost","Outpost","building_defense_outpost_byz_ha_mac","9000930","False","0","building;defensive_structure;military;monastery;outpost;relic_dropoff;scar_outpost;siegeable;tower;town_bell_target"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1","dark_age","1","palisade","Palisade","building_defense_palisade_byz_ha_mac","9000922","False","0","building;defensive_structure;palisade_wall;palisade_wall_section;siegeable;wall"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1","dark_age","1","palisade-gate","Palisade Gate","building_defense_palisade_gate_byz_ha_mac","9000923","False","0","building;defensive_structure;gate;palisade_gate;siegeable;wall"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1","dark_age","1","runestones","Runestones","building_varangian_runestone_byz_ha_mac","9003200","False","0","runestone;unchargeable"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1","dark_age","1","stable","Stable","building_unit_cavalry_control_byz_ha_mac","9000947","False","0","building;military_only_production;military_production_building;packable_building;production_building;scar_stable;siegeable;stable"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1","dark_age","1","town-center","Town Center","building_town_center_byz_ha_mac","9000945","False","0","building;emits_herding_interest;has_default_building_weapons;hq;land_food_deposit_4_by_4;production_building;resource_drop_off;scar_town_center;siegeable;town_bell_target;town_center;town_center_non_capital;town_center_or_landmark"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1","dark_age","1","varangian-stronghold","Varangian Stronghold","building_unit_passive_trait_byz_ha_mac","9001600","False","0","barracks;building;military_only_production;military_production_building;production_building;scar_barracks;siegeable"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1","dark_age","1","varangian-warcamp","Varangian Warcamp","building_unit_varangian_warcamp_byz_ha_mac","9003662","False","0","audio_production_landmark;building;military_only_production;military_production_building;production_building;siegeable"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1_wonders","landmark","1","grand-winery","Grand Winery","building_landmark_age1_winery_byz_ha_mac","9000937","True","1","age1_landmark1;building;economy_building;land_food_deposit_4_by_4;landmark;monastery;relic_dropoff;resource_drop_off;select_all_monastery;select_special_building;siegeable;town_center_or_landmark;winery;wonder;wonder_dark_age"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age1_wonders","landmark","1","imperial-hippodrome","Imperial Hippodrome","building_landmark_age1_hippodrome_byz_ha_mac","9000936","True","1","age1_landmark2;building;landmark;military_only_production;military_production_building;production_building;select_special_building;siegeable;stable;town_center_or_landmark;wonder;wonder_dark_age"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age2","regular","2","archery-range","Archery Range","building_unit_ranged_control_byz_ha_mac","9000951","False","0","archery_range;building;military_only_production;military_production_building;production_building;scar_archeryrange;siegeable"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age2","regular","2","market","Market","building_econ_market_control_byz_ha_mac","9000932","False","0","building;economy_building;exchange;market_keybinding;scar_market;siegeable;trade_post"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age2","regular","2","stone-wall","Stone Wall","building_defense_wall_byz_ha_mac","9000926","False","0","building;defensive_structure;siegeable;stone_wall;stone_wall_section;wall"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age2","regular","2","stone-wall-gate","Stone Wall Gate","building_defense_wall_gate_byz_ha_mac","9000927","False","0","building;defensive_structure;gate;siegeable;stone_gate;wall"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age2","regular","2","stone-wall-tower","Stone Wall Tower","building_defense_tower_byz_ha_mac","9000924","False","0","building;defensive_structure;has_default_building_weapons;military;monastery;relic_dropoff;siegeable;stone_wall_tower;tower;town_bell_target"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age2","regular","2","varangian-arsenal","Varangian Arsenal","building_tech_unit_varangian_byz_ha_mac","9003576","False","0","bowyer;building;research_building;scar_arsenal;siegeable"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age2_wonders","landmark","2","cistern-of-the-first-hill","Cistern of the First Hill","building_landmark_age2_cistern_byz_ha_mac","9000938","True","2","age2_landmark1;audio_production_landmark;building;cistern;landmark;select_special_building;siegeable;town_center_or_landmark;wonder;wonder_feudal_age"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age2_wonders","landmark","2","golden-horn-tower","Golden Horn Tower","building_landmark_age2_galata_tower_byz_ha_mac","9000939","True","2","age2_landmark1;audio_production_landmark;building;castle;cavalry_production_landmark;defensive_structure;free_passive_unit_production;landmark;scar_keep;select_special_building;siegeable;town_bell_target;town_center_or_landmark;wonder;wonder_feudal_age"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age3","regular","3","keep","Keep","building_defense_keep_byz_ha_mac","9000929","False","0","building;castle;defensive_structure;has_default_building_weapons;military;monastery;relic_dropoff;scar_keep;siegeable;town_bell_target"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age3","regular","3","monastery","Monastery","building_unit_religious_control_byz_ha_mac","9000952","False","0","building;monastery;production_building;relic_dropoff;scar_monastery;select_all_monastery;siegeable"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age3","regular","3","siege-workshop","Siege Workshop","building_unit_siege_control_byz_ha_mac","9000953","False","0","building;military_only_production;military_production_building;production_building;scar_siegeworkshop;siege_workshop;siegeable"
