"Blueprint","Status","CallCount","Files","FirstFile","FirstLine"
"building_tech_unit_infantry_control_hre","FOUND","1","1","helpers/ags_blueprints.scar","343"
"building_tech_unit_infantry_control_hre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","669"
"building_tech_unit_infantry_control_rus","FOUND","1","1","helpers/ags_blueprints.scar","377"
"building_tech_unit_infantry_control_sul","FOUND","1","1","helpers/ags_blueprints.scar","482"
"building_tech_unit_infantry_control_sul_ha_tug","FOUND","1","1","helpers/ags_blueprints.scar","917"
"building_tech_unit_infantry_mal","FOUND","1","1","helpers/ags_blueprints.scar","514"
"building_tech_unit_infantry_mon","FOUND","1","1","helpers/ags_blueprints.scar","446"
"building_tech_unit_infantry_mon_ha_gol","FOUND","1","1","helpers/ags_blueprints.scar","764"
"building_tech_unit_infantry_ott","FOUND","1","1","helpers/ags_blueprints.scar","547"
"building_tech_unit_ranged_control_abb","FOUND","1","1","helpers/ags_blueprints.scar","421"
"building_tech_unit_ranged_control_abb_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","591"
"building_tech_unit_ranged_control_chi","FOUND","1","1","helpers/ags_blueprints.scar","284"
"building_tech_unit_ranged_control_chi_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","619"
"building_tech_unit_ranged_control_eng","FOUND","1","1","helpers/ags_blueprints.scar","250"
"building_tech_unit_ranged_control_fre","FOUND","1","1","helpers/ags_blueprints.scar","317"
"building_tech_unit_ranged_control_fre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","647"
"building_tech_unit_ranged_control_hre","FOUND","1","1","helpers/ags_blueprints.scar","351"
"building_tech_unit_ranged_control_hre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","676"
"building_tech_unit_ranged_control_rus","FOUND","1","1","helpers/ags_blueprints.scar","385"
"building_tech_unit_ranged_control_sul","FOUND","1","1","helpers/ags_blueprints.scar","490"
"building_tech_unit_ranged_mon","FOUND","1","1","helpers/ags_blueprints.scar","452"
"building_tech_university_control_abb","FOUND","1","1","helpers/ags_blueprints.scar","414"
"building_tech_university_control_abb_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","563"
"building_tech_university_control_byz","FOUND","1","1","helpers/ags_blueprints.scar","711"
"building_tech_university_control_chi","FOUND","1","1","helpers/ags_blueprints.scar","277"
"building_tech_university_control_chi_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","594"
"building_tech_university_control_eng","FOUND","1","1","helpers/ags_blueprints.scar","243"
"building_tech_university_control_fre","FOUND","1","1","helpers/ags_blueprints.scar","310"
"building_tech_university_control_fre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","622"
"building_tech_university_control_hre","FOUND","1","1","helpers/ags_blueprints.scar","344"
"building_tech_university_control_hre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","650"
"building_tech_university_control_rus","FOUND","1","1","helpers/ags_blueprints.scar","378"
"building_tech_university_control_sul","FOUND","1","1","helpers/ags_blueprints.scar","483"
"building_tech_university_control_sul_ha_tug","FOUND","1","1","helpers/ags_blueprints.scar","918"
"building_tech_university_jpn","FOUND","1","1","helpers/ags_blueprints.scar","679"
"building_tech_university_jpn_ha_sen","FOUND","1","1","helpers/ags_blueprints.scar","890"
"building_tech_university_lan","FOUND","1","1","helpers/ags_blueprints.scar","798"
"building_tech_university_mal","FOUND","1","1","helpers/ags_blueprints.scar","515"
"building_tech_university_ott","FOUND","1","1","helpers/ags_blueprints.scar","548"
"building_tech_university_tem","FOUND","1","1","helpers/ags_blueprints.scar","830"
"building_town_center","FOUND","1","1","debug/cba_debug_inspectors.scar","1792"
"building_town_center_abb","FOUND","1","1","helpers/ags_blueprints.scar","397"
"building_town_center_abb_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","568"
"building_town_center_byz","FOUND","1","1","helpers/ags_blueprints.scar","714"
"building_town_center_byz_ha_mac","FOUND","1","1","helpers/ags_blueprints.scar","846"
"building_town_center_capital_abb","FOUND","1","1","helpers/ags_blueprints.scar","396"
"building_town_center_capital_abb_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","567"
"building_town_center_capital_byz","FOUND","1","1","helpers/ags_blueprints.scar","713"
"building_town_center_capital_byz_ha_mac","FOUND","1","1","helpers/ags_blueprints.scar","845"
"building_town_center_capital_chi","FOUND","1","1","helpers/ags_blueprints.scar","260"
"building_town_center_capital_chi_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","596"
"building_town_center_capital_eng","FOUND","1","1","helpers/ags_blueprints.scar","225"
"building_town_center_capital_fre","FOUND","1","1","helpers/ags_blueprints.scar","293"
"building_town_center_capital_fre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","624"
"building_town_center_capital_hre","FOUND","1","1","helpers/ags_blueprints.scar","326"
"building_town_center_capital_hre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","652"
"building_town_center_capital_jpn","FOUND","1","1","helpers/ags_blueprints.scar","681"
"building_town_center_capital_jpn_ha_sen","FOUND","1","1","helpers/ags_blueprints.scar","873"
"building_town_center_capital_lan","FOUND","1","1","helpers/ags_blueprints.scar","781"
"building_town_center_capital_mal","FOUND","1","1","helpers/ags_blueprints.scar","498"
"building_town_center_capital_mon","FOUND","1","1","helpers/ags_blueprints.scar","430"
"building_town_center_capital_mon_ha_gol","FOUND","1","1","helpers/ags_blueprints.scar","748"
"building_town_center_capital_moving_mon","FOUND","1","1","helpers/ags_blueprints.scar","431"
"building_town_center_capital_ott","FOUND","1","1","helpers/ags_blueprints.scar","531"
"building_town_center_capital_rus","FOUND","1","1","helpers/ags_blueprints.scar","361"
"building_town_center_capital_sul","FOUND","1","1","helpers/ags_blueprints.scar","466"
